Experiment,Parameter,Outcome,Memory,Runtime,Detection delay,TP,FP,FN
HDDM_A_test + NB,0.8336842105263158,,1232,26.04794199942262,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.332419999453123,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.36320300112129,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,25.98677500100166,,0,0,1
RDDM + NB,0.8336842105263158,,63976,20.828341999731492,,0,3,1
CDDM + NB,0.8336842105263158,,8944,49.580937000428094,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,31.17023400045582,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.47778100152209,,0,0,1
CDDM + NB,0.8336842105263158,,8944,50.57770300118136,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.10460200048692,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.392849001131253,,0,0,1
CDDM + NB,0.8336842105263158,,8944,48.538580998865655,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,25.853867000478203,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.221843000603258,,0,2,1
CDDM + NB,0.8336842105263158,,8944,48.6427800005913,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.13889199892583,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.19963299992378,,0,2,1
CDDM + NB,0.8336842105263158,,8944,50.04684399864345,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,25.69638899876736,,0,0,1
RDDM + NB,0.8336842105263158,,63976,21.939285999906133,,0,1,1
CDDM + NB,0.8336842105263158,,8944,50.166610000815126,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,26.29948600042553,,0,0,1
RDDM + NB,0.8336842105263158,,63976,20.62136200038367,,0,2,1
CDDM + NB,0.8336842105263158,,8944,49.02045599919802,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1168,26.07074399929843,,0,0,1
RDDM + NB,0.8336842105263158,,63992,28.05018900107825,,0,0,1
CDDM + NB,0.8336842105263158,,8944,65.03107499884209,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,31.793370999366743,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.442910998302978,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.748253000871046,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.09582299919566,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.443730000100913,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.72201899909123,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,25.63907600051607,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.62631099963619,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.6509739987232,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,26.006444999438827,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.46344799984945,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.3878119996225,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.047760000437847,,0,0,1
RDDM + NB,0.8336842105263158,,63976,21.29924899963953,,0,1,1
CDDM + NB,0.8336842105263158,,8944,48.477962000106345,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.049731000966858,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.038310000221827,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.19166499894345,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.559805999568198,,0,0,1
RDDM + NB,0.8336842105263158,,63992,28.3174140004121,,0,0,1
CDDM + NB,0.8336842105263158,,8944,67.32389700118802,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1168,31.807714000024134,,0,0,1
RDDM + NB,0.8336842105263158,,64024,26.357257998824934,,0,2,1
CDDM + NB,0.8336842105263158,,8944,48.85183399892412,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,27.191957999093574,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.69585800038476,,0,1,1
CDDM + NB,0.8336842105263158,,8944,48.630754001351306,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.34326099905593,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.94866500030912,,0,2,1
CDDM + NB,0.8336842105263158,,8944,53.07851299949107,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.272926999808988,,0,0,1
RDDM + NB,0.8336842105263158,,63976,22.694408000461408,,0,1,1
CDDM + NB,0.8336842105263158,,8944,64.46257199968386,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,25.6701130001602,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.56818299954466,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.69283099853783,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,25.858854998659808,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.488995998879545,,0,0,1
CDDM + NB,0.8336842105263158,,8944,48.70462000144471,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,27.774769001553068,,0,0,1
RDDM + NB,0.8336842105263158,,64024,22.163390000059735,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.76108600021689,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1168,31.313068999224924,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.448774001328275,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.29909399834287,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,25.943128999642795,,0,0,1
RDDM + NB,0.8336842105263158,,64024,20.865004998995573,,0,1,1
CDDM + NB,0.8336842105263158,,8944,48.74918499990599,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1168,26.034021000668872,,0,0,1
RDDM + NB,0.8336842105263158,,64024,22.271289000855177,,0,1,1
CDDM + NB,0.8336842105263158,,8944,48.98414300078002,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.944590999846696,,0,0,1
RDDM + NB,0.8336842105263158,,64024,27.7831139992486,,0,1,1
CDDM + NB,0.8336842105263158,,8944,53.110169999854406,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,27.069786001447937,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.43478300058632,,0,1,1
CDDM + NB,0.8336842105263158,,8944,50.088031000996125,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.24239199940348,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.366241000578157,,0,0,1
CDDM + NB,0.8336842105263158,,8944,48.78388199904293,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.34334699905594,,0,0,1
RDDM + NB,0.8336842105263158,,63976,21.263480999550666,,0,1,1
CDDM + NB,0.8336842105263158,,8944,57.119139999485924,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.558161998764263,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.037713000623626,,0,1,1
CDDM + NB,0.8336842105263158,,8944,56.13642900061677,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.877711999986786,,0,0,1
RDDM + NB,0.8336842105263158,,64024,20.94258999932208,,0,2,1
CDDM + NB,0.8336842105263158,,8944,52.346624001074815,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.05121600026905,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.144804999494227,,0,1,1
CDDM + NB,0.8336842105263158,,8944,50.19020100007765,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.96023900170985,,0,0,1
RDDM + NB,0.8336842105263158,,64088,21.77554699846951,,0,2,1
CDDM + NB,0.8336842105263158,,8944,49.642339999991236,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.14289600023767,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.008417001212365,,0,2,1
CDDM + NB,0.8336842105263158,,8944,49.66052200143167,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,25.845660000413773,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.16401999955997,,0,0,1
CDDM + NB,0.8336842105263158,,8944,48.37690400017891,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,31.582862000504974,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.64876999995613,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.21521400137863,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,25.765512000361923,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.197661999394768,,0,0,1
CDDM + NB,0.8336842105263158,,8944,48.812564000400016,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,26.366967998910695,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.79721900029108,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.656328999844845,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,28.247565998754,,0,0,1
RDDM + NB,0.8336842105263158,,63992,27.227426999161253,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.66429900014191,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1200,26.634550999006024,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.168086999750813,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.89388900139602,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.38544000001275,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.514342000955367,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.64962399935757,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,25.974610998673597,,0,0,1
RDDM + NB,0.8336842105263158,,64024,22.499358999994,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.29455799901916,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,27.58755300055782,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.217057001194917,,0,2,1
CDDM + NB,0.8336842105263158,,8944,48.68722399987746,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1232,25.891756000419264,,0,0,1
RDDM + NB,0.8336842105263158,,64024,21.1978490006004,,0,1,1
CDDM + NB,0.8336842105263158,,8944,49.682135999319144,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1264,26.106683000762132,,0,0,1
RDDM + NB,0.8336842105263158,,63992,21.4508900007786,,0,0,1
CDDM + NB,0.8336842105263158,,8944,49.106217000371544,,0,0,1
HDDM_A_test + NB,0.8336842105263158,,1168,25.982167999245576,,0,0,1
RDDM + NB,0.8336842105263158,,63992,22.243100000196137,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.33482700107561,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.805318999118754,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.56229899992468,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.23106900059793,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.302277999799117,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.225066999249975,,0,1,1
CDDM + NB,0.8857894736842106,,8944,60.43372199928854,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.329270000132965,,0,0,1
RDDM + NB,0.8857894736842106,,63992,23.41914499993436,,0,0,1
CDDM + NB,0.8857894736842106,,8944,50.68262399981904,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.50967800016224,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.090432001074078,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.068382000768906,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.701746000777348,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.09484700122266,,0,2,1
CDDM + NB,0.8857894736842106,,8944,50.086813998859725,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.99836399895139,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.25463800075522,,0,1,1
CDDM + NB,0.8857894736842106,,8944,48.43938699923456,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1200,26.60656499938341,,0,0,1
RDDM + NB,0.8857894736842106,,64088,21.08993300134898,,0,1,1
CDDM + NB,0.8857894736842106,,8944,48.72483300096064,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.160737999613048,,0,0,1
RDDM + NB,0.8857894736842106,,64088,20.72468400001526,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.65033400003449,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.942380001055426,,0,0,1
RDDM + NB,0.8857894736842106,,63992,23.630763998880866,,0,0,1
CDDM + NB,0.8857894736842106,,8944,50.253084000360104,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.582877000488224,,0,0,1
RDDM + NB,0.8857894736842106,,63976,20.880471000054968,,0,1,1
CDDM + NB,0.8857894736842106,,8944,50.65828099941427,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.961135999750695,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.341822000977118,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.61582900068606,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.757158999113017,,0,0,1
RDDM + NB,0.8857894736842106,,63944,22.385733000191976,,0,0,1
CDDM + NB,0.8857894736842106,,8944,55.683619999399525,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.80834199943638,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.518736000871286,,0,1,1
CDDM + NB,0.8857894736842106,,8944,48.900049998337636,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.9462900012295,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.094764000736177,,0,1,1
CDDM + NB,0.8857894736842106,,8944,50.166218001322704,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.9401830007846,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.438894000311848,,0,1,1
CDDM + NB,0.8857894736842106,,8944,57.72090299979027,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.22685200003616,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.598248000373133,,0,0,1
CDDM + NB,0.8857894736842106,,8944,50.3671549995488,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.238469999749213,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.598570001515327,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.21634099991934,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1200,26.375580000603804,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.376929000325617,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.409690998800215,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.503234000410885,,0,0,1
RDDM + NB,0.8857894736842106,,63976,22.520950999023626,,0,3,1
CDDM + NB,0.8857894736842106,,8944,49.753511000744766,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,28.397358000802342,,0,0,1
RDDM + NB,0.8857894736842106,,63944,21.024196001235396,,0,0,1
CDDM + NB,0.8857894736842106,,8944,48.754085999462404,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.920713000232354,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.706495001126314,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.87405500105524,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.60611999979301,,0,0,1
RDDM + NB,0.8857894736842106,,64024,24.281658999825595,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.07082299905596,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.584966000678833,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.589541000139434,,0,1,1
CDDM + NB,0.8857894736842106,,8944,51.064668001345126,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.91453699824342,,0,0,1
RDDM + NB,0.8857894736842106,,63944,21.281564999299007,,0,0,1
CDDM + NB,0.8857894736842106,,8944,48.70514499998535,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.987393000832526,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.32714199979091,,0,2,1
CDDM + NB,0.8857894736842106,,8944,64.44614500105672,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.550121999913245,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.330719000616227,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.70857999978762,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.769730000320124,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.938484000202152,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.290383998595644,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.56927199839265,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.275680999679025,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.700812000082806,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.698805000502034,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.176276000915095,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.20900900106062,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.646431000495795,,0,0,1
RDDM + NB,0.8857894736842106,,64024,20.979659999284195,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.609297999268165,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.94590899955074,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.47031799904653,,0,1,1
CDDM + NB,0.8857894736842106,,8944,50.07654300061404,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.647244999476243,,0,0,1
RDDM + NB,0.8857894736842106,,64024,28.141554999820073,,0,2,1
CDDM + NB,0.8857894736842106,,8944,66.28959400040912,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,32.052492000730126,,0,0,1
RDDM + NB,0.8857894736842106,,64024,27.69203600109904,,0,2,1
CDDM + NB,0.8857894736842106,,8944,66.12228199992387,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.29951099981554,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.126290999745834,,0,1,1
CDDM + NB,0.8857894736842106,,8944,48.604438999973354,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.415967000299133,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.125187999132322,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.540029000127106,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,26.152197999181226,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.418887999971048,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.567048999961116,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.447072999668308,,0,0,1
RDDM + NB,0.8857894736842106,,64024,27.500356000018655,,0,1,1
CDDM + NB,0.8857894736842106,,8944,64.28001700078312,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.229423999917344,,0,0,1
RDDM + NB,0.8857894736842106,,63944,21.12252000006265,,0,0,1
CDDM + NB,0.8857894736842106,,8944,50.92927500118094,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.770446000024094,,0,0,1
RDDM + NB,0.8857894736842106,,63944,21.41730500079575,,0,0,1
CDDM + NB,0.8857894736842106,,8944,50.094191001335275,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.62439400026051,,0,0,1
RDDM + NB,0.8857894736842106,,63976,20.842443000219646,,0,2,1
CDDM + NB,0.8857894736842106,,8944,49.37177600004361,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,26.016329000412952,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.711196000978816,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.39037899930554,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.17496399943775,,0,0,1
RDDM + NB,0.8857894736842106,,64024,22.008994999850984,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.007064999386785,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.296657000784762,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.077868999782368,,0,2,1
CDDM + NB,0.8857894736842106,,8944,49.77071000030264,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.514237000010326,,0,0,1
RDDM + NB,0.8857894736842106,,63992,27.262259000053746,,0,2,1
CDDM + NB,0.8857894736842106,,8944,65.89903599888203,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.541152999721817,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.124254999449477,,0,2,1
CDDM + NB,0.8857894736842106,,8944,50.32758999914222,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.929687000825652,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.08304700050212,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.222483999983524,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.644125000326312,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.180996000111918,,0,0,1
CDDM + NB,0.8857894736842106,,8944,48.74551499960944,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,32.51821999947424,,0,0,1
RDDM + NB,0.8857894736842106,,63992,27.43213800022204,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.30439700001443,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.804326000070432,,0,0,1
RDDM + NB,0.8857894736842106,,63944,21.844123999471776,,0,0,1
CDDM + NB,0.8857894736842106,,8944,48.47995900126989,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.792157000978477,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.49947200086899,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.93843500051298,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.290276998930494,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.16658699924301,,0,1,1
CDDM + NB,0.8857894736842106,,8944,68.03363700055343,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,31.934738999552792,,0,0,1
RDDM + NB,0.8857894736842106,,64024,27.606630999798654,,0,2,1
CDDM + NB,0.8857894736842106,,8944,49.15475400048308,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.929946001269855,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.35888500015426,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.592284000027576,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.6876959992951,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.51664299890399,,0,1,1
CDDM + NB,0.8857894736842106,,8944,48.96079200079839,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.65198299998883,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.30056500027422,,0,2,1
CDDM + NB,0.8857894736842106,,8944,67.56994600073085,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.806962001297507,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.84852100072021,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.58702399926551,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.82609700039029,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.01775600021938,,0,2,1
CDDM + NB,0.8857894736842106,,8944,50.008508000246366,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.89293199889653,,0,0,1
RDDM + NB,0.8857894736842106,,64024,22.239083000386017,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.18209300012677,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,31.281653999030823,,0,0,1
RDDM + NB,0.8857894736842106,,63992,27.723957999114646,,0,0,1
CDDM + NB,0.8857894736842106,,8944,61.69557900102518,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1200,26.381860001492896,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.382967001045472,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.68192300111696,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.588572998458403,,0,0,1
RDDM + NB,0.8857894736842106,,64024,20.954167999661877,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.110520998510765,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.65233999848715,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.8856550000055,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.945778999244794,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,31.381938000777154,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.670633999747224,,0,2,1
CDDM + NB,0.8857894736842106,,8944,49.03096700036258,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.698768999267486,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.355080998546327,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.168338000527,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.806593001107103,,0,0,1
RDDM + NB,0.8857894736842106,,63992,20.97809299993969,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.62057600096159,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.65228800085606,,0,0,1
RDDM + NB,0.8857894736842106,,64024,25.638678000177606,,0,1,1
CDDM + NB,0.8857894736842106,,8944,66.05701500120631,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.973623000027146,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.39108200026385,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.938389000089956,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.766566999664064,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.13116500004253,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.13300699990941,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,26.590316998408525,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.53505999922345,,0,1,1
CDDM + NB,0.8857894736842106,,8944,51.08807800024806,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.665770001272904,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.258762000798015,,0,1,1
CDDM + NB,0.8857894736842106,,8944,49.02209600004426,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.51534599842853,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.362812998631853,,0,1,1
CDDM + NB,0.8857894736842106,,8944,51.68377500012866,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.88115700018534,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.498662001249613,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.54327900122735,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,28.888101000120514,,0,0,1
RDDM + NB,0.8857894736842106,,63976,21.01917799882358,,0,2,1
CDDM + NB,0.8857894736842106,,8944,49.081716999353375,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.755684000614565,,0,0,1
RDDM + NB,0.8857894736842106,,63992,21.220321001237608,,0,0,1
CDDM + NB,0.8857894736842106,,8944,49.48461300045892,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,26.82239099885919,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.268847000101232,,0,1,1
CDDM + NB,0.8857894736842106,,8944,53.053644000101485,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,25.183133000609814,,0,0,1
RDDM + NB,0.8857894736842106,,63992,27.846252000017557,,0,0,1
CDDM + NB,0.8857894736842106,,8944,66.42767300036212,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1168,31.956159000401385,,0,0,1
RDDM + NB,0.8857894736842106,,64024,26.952539999911096,,0,2,1
CDDM + NB,0.8857894736842106,,8944,66.77252299959946,,0,0,1
HDDM_A_test + NB,0.8857894736842106,,1232,25.892248999298317,,0,0,1
RDDM + NB,0.8857894736842106,,64024,21.108884999193833,,0,2,1
