Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
MDDM.A.100,1976.0,92.62840500014136,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,69.45042299776105,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,70.648754001013,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,33.61906699865358,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,36.04993300177739,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,41.24248300286126,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.768887001031544,,0.0,0.0,0.0,0.6252631578947369
ADWIN,4040.0,65.92735999947763,,0.0,1.0,0.0,0.6252631578947369
BWAF,1024.0,103.16906799926073,,0.0,2.0,0.0,0.6252631578947369
CDDM,8944.0,96.1225809987809,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,37.59098099908442,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,38.17647599862539,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,34.78897400054848,,0.0,3.0,0.0,0.6252631578947369
EWMA,960.0,41.113850002147956,,0.0,6.0,0.0,0.6252631578947369
FHDDM,1744.0,37.1343490005529,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,51.890525999624515,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,39.64330400049221,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,62.87670599704143,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,52.652821999799926,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,92.73801000017556,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,66.62128700190806,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,69.44364499941003,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,34.5565940006054,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,35.95458800191409,,0.0,0.0,0.0,0.6252631578947369
RDDM,63976.0,41.17276299803052,,0.0,1.0,0.0,0.6252631578947369
SeqDrift2,70240.0,51.382183002715465,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7144.0,67.37040499865543,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,104.2282089983928,,0.0,2.0,0.0,0.6252631578947369
CDDM,8944.0,97.27661500073737,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,38.132687001052545,,0.0,0.0,0.0,0.6252631578947369
DDM,856.0,37.59645900208852,,0.0,1.0,0.0,0.6252631578947369
EDDM,1472.0,34.580685998662375,,0.0,0.0,0.0,0.6252631578947369
EWMA,960.0,41.317784001876134,,0.0,4.0,0.0,0.6252631578947369
FHDDM,1744.0,40.72726300000795,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,51.307215999258915,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.13421000126982,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,51.564199002314126,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,53.05392800073605,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,99.88821500155609,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,71.35817300149938,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,78.03055499971379,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,37.225626001600176,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,39.03574600190041,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,40.496888999769,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.67925000083051,,0.0,0.0,0.0,0.6252631578947369
ADWIN,5920.0,69.85483699827455,,0.0,1.0,0.0,0.6252631578947369
BWAF,1024.0,101.32791100113536,,0.0,0.0,0.0,0.6252631578947369
CDDM,8944.0,106.27862399996957,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,41.359327999089146,,0.0,0.0,0.0,0.6252631578947369
DDM,856.0,40.108729001076426,,0.0,0.0,0.0,0.6252631578947369
EDDM,1408.0,36.84153799986234,,0.0,4.0,0.0,0.6252631578947369
EWMA,960.0,41.146204002870945,,0.0,3.0,0.0,0.6252631578947369
FHDDM,1744.0,37.964325998473214,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,53.325411998230265,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,41.637881000497146,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,51.621004997286946,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,60.87700700300047,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,92.00235599928419,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,71.13189400115516,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,74.32262700240244,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,34.91866500189644,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,36.543821999657666,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,40.04636500030756,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,49.92076499911491,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7112.0,69.69696400119574,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,105.97069399955217,,0.0,1.0,0.0,0.6252631578947369
CDDM,8944.0,109.35252000126638,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,38.99292500136653,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,40.678695000679,,0.0,1.0,0.0,0.6252631578947369
EDDM,1472.0,36.91857200101367,,0.0,2.0,0.0,0.6252631578947369
EWMA,960.0,42.28418100319686,,0.0,4.0,0.0,0.6252631578947369
FHDDM,1744.0,47.022307000588626,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,52.85860499861883,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.71769399888581,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,52.925067000614945,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,56.79893499836908,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,95.97141799895326,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,68.99680200149305,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,76.22735800032387,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,34.01128599944059,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,37.00748499977635,,0.0,0.0,0.0,0.6252631578947369
RDDM,63976.0,41.98896999878343,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.64768499767524,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7112.0,65.72164600220276,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,100.68398899966269,,0.0,1.0,0.0,0.6252631578947369
CDDM,8944.0,97.92129699781071,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,42.29338599907351,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,37.87275899958331,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,35.58430200064322,,0.0,3.0,0.0,0.6252631578947369
EWMA,960.0,39.442235000024084,,0.0,6.0,0.0,0.6252631578947369
FHDDM,1744.0,36.735327001224505,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,52.261986002122285,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.42500400100835,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1232.0,51.87454400220304,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,54.354498999600764,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,108.91250900021987,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,69.08673500220175,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,72.94486799946753,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,34.645474999706494,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,36.31551600119565,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,39.98732200125232,,0.0,1.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.711225997365545,,0.0,0.0,0.0,0.6252631578947369
ADWIN,5232.0,66.11218599937274,,0.0,1.0,0.0,0.6252631578947369
BWAF,1024.0,106.7091619988787,,0.0,2.0,0.0,0.6252631578947369
CDDM,8944.0,96.6895960009424,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,37.05799599993043,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,38.017492999642855,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,34.85990999979549,,0.0,4.0,0.0,0.6252631578947369
EWMA,960.0,41.46470500199939,,0.0,4.0,0.0,0.6252631578947369
FHDDM,1744.0,36.23303200220107,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,52.04162000154611,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,46.323606999067124,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1232.0,51.767946999461856,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,52.79221800083178,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,91.73372400255175,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,67.37264999901527,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,70.67351700243307,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,33.32665499692666,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,35.60812399882707,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,45.36622500017984,,0.0,1.0,0.0,0.6252631578947369
SeqDrift2,70240.0,47.507818999292795,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7144.0,67.92888599738944,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,99.47070699854521,,0.0,0.0,0.0,0.6252631578947369
CDDM,8944.0,97.14997600167408,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,37.08402200209093,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,36.940632002369966,,0.0,1.0,0.0,0.6252631578947369
EDDM,1472.0,37.985097002092516,,0.0,1.0,0.0,0.6252631578947369
EWMA,960.0,40.51683299985598,,0.0,5.0,0.0,0.6252631578947369
FHDDM,1744.0,36.05960400091135,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,50.62048599938862,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,39.51193999819225,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1232.0,51.44946500149672,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2472.0,53.182765001110965,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,93.20353700240958,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,77.35598299768753,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,84.38799800205743,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,33.441125000535976,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,35.33964400048717,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,41.89449799741851,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,46.675433000928024,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7072.0,65.9246430004714,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,102.13978700267035,,0.0,0.0,0.0,0.6252631578947369
CDDM,8944.0,95.71292400141829,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,47.434502997930394,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,37.55018499941798,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,35.53481100243516,,0.0,5.0,0.0,0.6252631578947369
EWMA,960.0,40.16007099926355,,0.0,4.0,0.0,0.6252631578947369
FHDDM,1744.0,35.72207599791,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,56.02685999838286,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.19196399895009,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,51.954180002212524,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,52.94581599810044,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,106.37540200332296,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,81.6740980008035,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,70.54586200320045,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,32.97264600041672,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,34.96233799887705,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,40.24227999980212,,0.0,0.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.977818001119886,,0.0,0.0,0.0,0.6252631578947369
ADWIN,6480.0,66.46822300172062,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,101.76014999888139,,0.0,1.0,0.0,0.6773684210526316
CDDM,8944.0,115.62301100275363,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,36.393701997440076,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,37.78733000217471,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,36.42115100228693,,0.0,1.0,0.0,0.6773684210526316
EWMA,960.0,43.68492300272919,,0.0,4.0,0.0,0.6773684210526316
FHDDM,1744.0,37.30910699960077,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,52.16638199999579,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,41.798228998231934,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1232.0,55.339538001135224,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,53.72830799751682,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,93.56286500042188,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,67.70735299869557,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,69.85657000041101,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,34.98039899932337,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,37.40752900193911,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,41.79465500055812,,0.0,1.0,0.0,0.6773684210526316
SeqDrift2,70240.0,59.508664002351,,0.0,0.0,0.0,0.6773684210526316
ADWIN,7144.0,65.7099960008054,,0.0,0.0,0.0,0.6773684210526316
BWAF,1024.0,101.0408889997052,,0.0,3.0,0.0,0.6773684210526316
CDDM,8944.0,94.80531399822212,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,37.02112399696489,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,39.15072200106806,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,34.617028999491595,,0.0,5.0,0.0,0.6773684210526316
EWMA,960.0,40.31569599828799,,0.0,7.0,0.0,0.6773684210526316
FHDDM,1744.0,37.849088999792,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,55.703985002764966,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.34827700161259,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1296.0,50.56123499889509,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,52.53395599720534,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,92.21361399977468,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,66.78551599907223,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,71.75704200199107,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,36.582708002242725,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.49950800152146,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.69644999981392,,0.0,0.0,0.0,0.6773684210526316
SeqDrift2,70240.0,47.97590200178092,,0.0,0.0,0.0,0.6773684210526316
ADWIN,7144.0,67.99658699674183,,0.0,0.0,0.0,0.6773684210526316
BWAF,1024.0,100.18886500256485,,0.0,1.0,0.0,0.6773684210526316
CDDM,8944.0,94.37222300039139,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,42.1263270000054,,0.0,0.0,0.0,0.6773684210526316
DDM,856.0,38.306945003569126,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,34.34092500174302,,0.0,3.0,0.0,0.6773684210526316
EWMA,960.0,40.52924399729818,,0.0,4.0,0.0,0.6773684210526316
FHDDM,1744.0,36.316803001682274,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,51.09281600016402,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.23760500058415,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1232.0,51.78596900077537,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,52.00220200276817,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,100.6380500002706,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,67.14189299964346,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,69.8001849996217,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,33.42016999886255,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.3302680014167,,0.0,0.0,0.0,0.6773684210526316
RDDM,63976.0,39.67568200096139,,0.0,1.0,0.0,0.6773684210526316
SeqDrift2,70240.0,45.629918000486214,,0.0,0.0,0.0,0.6773684210526316
ADWIN,6032.0,65.15243700050632,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,114.73634800131549,,0.0,1.0,0.0,0.6773684210526316
CDDM,8944.0,126.5631320020475,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,37.56645400062553,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,37.77672499927576,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,33.95848399668466,,0.0,1.0,0.0,0.6773684210526316
EWMA,960.0,40.680800997506594,,0.0,1.0,0.0,0.6773684210526316
FHDDM,1744.0,36.55534199788235,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,53.412842000398086,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.266723997774534,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1296.0,50.35623900039354,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,63.390445000550244,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,90.99888399941847,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,68.65420999747585,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,70.12578899957589,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,33.013023999956204,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.994286998175085,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.33467499903054,,0.0,0.0,0.0,0.6773684210526316
SeqDrift2,70240.0,46.38270799841848,,0.0,0.0,0.0,0.6773684210526316
ADWIN,7112.0,65.75918099770206,,0.0,0.0,0.0,0.6773684210526316
BWAF,1024.0,100.24562999751652,,0.0,0.0,0.0,0.6773684210526316
CDDM,8944.0,95.91747699960251,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,36.696002000098815,,0.0,0.0,0.0,0.6773684210526316
DDM,856.0,37.750901999970665,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,35.36544799862895,,0.0,1.0,0.0,0.6773684210526316
EWMA,960.0,41.22022000228753,,0.0,2.0,0.0,0.6773684210526316
FHDDM,1744.0,40.855487997760065,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,53.280470998288365,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.33257199989748,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1296.0,51.97682200014242,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,53.081354999449104,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,92.08948300147313,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,67.53519300036714,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,69.94519799991394,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,45.54342799747246,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,47.883087001537206,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.832100003171945,,0.0,0.0,0.0,0.6773684210526316
SeqDrift2,70240.0,46.13213699849439,,0.0,0.0,0.0,0.6773684210526316
ADWIN,4616.0,65.95148900305503,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,99.58579000158352,,0.0,3.0,0.0,0.6773684210526316
CDDM,8944.0,94.63676299856161,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,36.96313999898848,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,38.83161799967638,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,34.258462001162115,,0.0,5.0,0.0,0.6773684210526316
EWMA,960.0,40.75824999745237,,0.0,1.0,0.0,0.6773684210526316
FHDDM,1744.0,36.79364500203519,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,51.13156700099353,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.022940000199014,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1232.0,50.06450099972426,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,52.9021760012256,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,91.68515499914065,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,80.75868500236538,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,70.8035670031677,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,34.423543998855166,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.427491002337774,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.800184000545414,,0.0,1.0,0.0,0.6773684210526316
SeqDrift2,70240.0,45.747030002530664,,0.0,0.0,0.0,0.6773684210526316
ADWIN,6464.0,65.62932300221291,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,100.87045700129238,,0.0,0.0,0.0,0.6773684210526316
CDDM,8944.0,97.38112600098248,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,36.56480000063311,,0.0,0.0,0.0,0.6773684210526316
DDM,856.0,39.700659999653,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,34.81177400317392,,0.0,5.0,0.0,0.6773684210526316
EWMA,960.0,40.79863199876854,,0.0,5.0,0.0,0.6773684210526316
FHDDM,1744.0,36.336604000098305,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,53.25902799813775,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,39.510489001258975,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1296.0,50.83873600233346,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,52.31751699830056,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,91.29570600271109,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,66.58774500101572,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,69.76860899885651,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,33.267730999796186,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.37111599871423,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.46879499946954,,0.0,1.0,0.0,0.6773684210526316
SeqDrift2,70240.0,59.94002399893361,,0.0,0.0,0.0,0.6773684210526316
ADWIN,5216.0,65.83593499817653,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,101.91763799957698,,0.0,1.0,0.0,0.6773684210526316
CDDM,8944.0,92.85904499847675,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,36.68245899825706,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,37.51283200108446,,0.0,0.0,0.0,0.6773684210526316
EDDM,1472.0,34.49365100095747,,0.0,5.0,0.0,0.6773684210526316
EWMA,960.0,41.066833000513725,,0.0,2.0,0.0,0.6773684210526316
FHDDM,1744.0,43.30165200008196,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,52.99639199802186,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,41.033654000784736,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1232.0,51.37936100072693,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,53.098603999387706,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,98.47762400022475,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,70.7499589989311,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,75.95870200020727,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,33.95543500300846,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,37.78843100008089,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.94169000018155,,0.0,1.0,0.0,0.6773684210526316
SeqDrift2,70240.0,46.36315500101773,,0.0,0.0,0.0,0.6773684210526316
ADWIN,7112.0,66.21148699923651,,0.0,0.0,0.0,0.6773684210526316
BWAF,1024.0,100.21745400081272,,0.0,0.0,0.0,0.6773684210526316
CDDM,8944.0,97.98917799707851,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,49.94004200125346,,0.0,0.0,0.0,0.6773684210526316
DDM,904.0,38.243863000388956,,0.0,1.0,0.0,0.6773684210526316
EDDM,1472.0,33.939859000383876,,0.0,3.0,0.0,0.6773684210526316
EWMA,960.0,40.50289199949475,,0.0,3.0,0.0,0.6773684210526316
FHDDM,1744.0,37.225353000394534,,0.0,0.0,0.0,0.6773684210526316
FHDDMS,1920.0,52.29065900130081,,0.0,0.0,0.0,0.6773684210526316
FHDDMS.add,1224.0,40.66074900038075,,0.0,0.0,0.0,0.6773684210526316
HDDM.A.test,1296.0,51.37743000159389,,0.0,0.0,0.0,0.6773684210526316
HDDM.W.test,2520.0,52.89398899913067,,0.0,0.0,0.0,0.6773684210526316
MDDM.A.100,1976.0,106.08808400138514,,0.0,0.0,0.0,0.6773684210526316
MDDM.E.100,1968.0,66.60842999917804,,0.0,0.0,0.0,0.6773684210526316
MDDM.G.100,1968.0,69.67944400093984,,0.0,0.0,0.0,0.6773684210526316
NO_DETECTION,320.0,34.88758299863548,,0.0,0.0,0.0,0.6773684210526316
PageHinkley,960.0,35.946854997746414,,0.0,0.0,0.0,0.6773684210526316
RDDM,64024.0,40.65956699923845,,0.0,0.0,0.0,0.6773684210526316
SeqDrift2,70240.0,46.16884200004279,,0.0,0.0,0.0,0.6773684210526316
ADWIN,5880.0,64.88361199808423,,0.0,1.0,0.0,0.6773684210526316
BWAF,1024.0,112.2112709999783,,0.0,1.0,0.0,0.6773684210526316
CDDM,8944.0,100.15764399940963,,0.0,0.0,0.0,0.6773684210526316
CUSUM,880.0,38.01502100031939,,0.0,0.0,0.0,0.6773684210526316
DDM,856.0,39.476048998039914,,0.0,0.0,0.0,0.6773684210526316
