Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
MDDM.A.100,1976.0,91.46391299873358,,0.0,0.0,0.0,0.20842105263157895
MDDM.E.100,1968.0,65.7255410005746,,0.0,0.0,0.0,0.20842105263157895
MDDM.G.100,1968.0,69.89443799830042,,0.0,0.0,0.0,0.20842105263157895
NO_DETECTION,320.0,33.52400699805003,,0.0,0.0,0.0,0.20842105263157895
PageHinkley,960.0,35.172349998902064,,0.0,1.0,0.0,0.20842105263157895
RDDM,64088.0,40.22242899736739,,0.0,1.0,0.0,0.20842105263157895
SeqDrift2,30272.0,45.65125699809869,,0.0,1.0,0.0,0.20842105263157895
ADWIN,6568.0,66.09094799932791,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,100.27238999828114,,0.0,1.0,0.0,0.2605263157894737
CDDM,8944.0,93.49343100257101,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,35.61972800162039,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,36.81898600189015,,0.0,2.0,0.0,0.2605263157894737
EDDM,1440.0,37.1799810018274,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,40.565078998042736,,0.0,6.0,0.0,0.2605263157894737
FHDDM,1744.0,37.34549300133949,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,59.04442199971527,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.60715799985337,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1232.0,50.61501899763243,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,52.63229699994554,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,91.52707300017937,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,66.81658899833565,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,70.28344399805064,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.45197499947972,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,38.33499600295909,,0.0,0.0,0.0,0.2605263157894737
RDDM,64024.0,39.77213100006338,,0.0,2.0,0.0,0.2605263157894737
SeqDrift2,30272.0,45.247288999235025,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6512.0,67.2332659996755,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,98.09808600039105,,0.0,4.0,0.0,0.2605263157894737
CDDM,8944.0,94.04376100064837,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,37.10771300029592,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,39.27203199782525,,0.0,2.0,0.0,0.2605263157894737
EDDM,1472.0,47.25192800106015,,0.0,6.0,0.0,0.2605263157894737
EWMA,960.0,52.70956300228136,,0.0,5.0,0.0,0.2605263157894737
FHDDM,1744.0,37.195341999904485,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,50.61927899805596,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.57559400078026,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1296.0,49.8888359979901,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,52.12450299950433,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,90.79047699924558,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,64.20784700094373,,0.0,1.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,83.08581500023138,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.682948000205215,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,37.11065699826577,,0.0,0.0,0.0,0.2605263157894737
RDDM,64024.0,41.413229002500884,,0.0,2.0,0.0,0.2605263157894737
SeqDrift2,30272.0,46.04227199888555,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6488.0,65.70862399894395,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,99.93738100092742,,0.0,1.0,0.0,0.2605263157894737
CDDM,8944.0,93.57114800150157,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,47.57812599928002,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,37.39906000191695,,0.0,2.0,0.0,0.2605263157894737
EDDM,1472.0,36.28870900138281,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,40.29687700312934,,0.0,3.0,0.0,0.2605263157894737
FHDDM,1744.0,37.725571000919444,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,54.025222998461686,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.97142300067935,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1296.0,49.883596002473496,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,51.89835400233278,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,105.13682899909327,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,66.34150699755992,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,69.05347800056916,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,34.45151499909116,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.912465002184035,,0.0,1.0,0.0,0.2605263157894737
RDDM,64088.0,39.81949800072471,,0.0,1.0,0.0,0.2605263157894737
SeqDrift2,30272.0,45.599048000440234,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6480.0,65.80143999963184,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,110.08683500040206,,0.0,1.0,0.0,0.2605263157894737
CDDM,8944.0,100.46558400063077,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,37.17414099810412,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,37.33972800182528,,0.0,2.0,0.0,0.2605263157894737
EDDM,1472.0,34.10532099951524,,0.0,4.0,0.0,0.2605263157894737
EWMA,960.0,39.72041800079751,,0.0,6.0,0.0,0.2605263157894737
FHDDM,1744.0,35.33286600213614,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,54.28512100115768,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,43.27365900098812,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1296.0,55.90692699843203,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,63.21836200004327,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,90.60417599903303,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,66.60124900008668,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,69.46533399968757,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.16325600098935,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.981949000415625,,0.0,0.0,0.0,0.2605263157894737
RDDM,64088.0,39.381419999699574,,0.0,2.0,0.0,0.2605263157894737
SeqDrift2,30272.0,46.147695000399835,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6480.0,76.40713100045105,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,100.61690500151599,,0.0,3.0,0.0,0.2605263157894737
CDDM,8944.0,93.40532200076268,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,37.31588599839597,,0.0,0.0,0.0,0.2605263157894737
DDM,904.0,36.711099000967806,,0.0,1.0,0.0,0.2605263157894737
EDDM,1472.0,34.47897799924249,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,40.41639800198027,,0.0,5.0,0.0,0.2605263157894737
FHDDM,1744.0,35.89892699892516,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,55.85400999916601,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.47387199877994,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1264.0,49.97086400180706,,0.0,0.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,52.62409499846399,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,91.47651300008874,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,66.11622999844258,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,69.29346799734049,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.480329999292735,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.929334997490514,,0.0,0.0,0.0,0.2605263157894737
RDDM,64024.0,53.58764499760582,,0.0,2.0,0.0,0.2605263157894737
SeqDrift2,30272.0,50.288497001020005,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6432.0,64.9918870003603,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,99.9789889974636,,0.0,4.0,0.0,0.2605263157894737
CDDM,8944.0,97.5742699993134,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,35.13978399860207,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,37.59109599923249,,0.0,1.0,0.0,0.2605263157894737
EDDM,1440.0,33.97430299810367,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,39.42891200131271,,0.0,6.0,0.0,0.2605263157894737
FHDDM,1744.0,36.33321500092279,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,50.888997997390106,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.56738899796619,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1264.0,50.269311999727506,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,55.993800997384824,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,91.20806599821663,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,67.17301099706674,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,75.666562999686,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,32.44107700083987,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,36.44232800070313,,0.0,0.0,0.0,0.2605263157894737
RDDM,64024.0,39.86819500278216,,0.0,1.0,0.0,0.2605263157894737
SeqDrift2,30272.0,45.23055299796397,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6608.0,64.78542900003958,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,98.41933300049277,,0.0,5.0,0.0,0.2605263157894737
CDDM,8944.0,93.6451429988665,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,36.217258999386104,,0.0,1.0,0.0,0.2605263157894737
DDM,856.0,37.15899599774275,,0.0,3.0,0.0,0.2605263157894737
EDDM,1472.0,34.10251799869002,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,40.65052900114097,,0.0,6.0,0.0,0.2605263157894737
FHDDM,1744.0,35.48372799923527,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,52.5080200022785,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.691196998319356,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1296.0,50.67955500271637,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,55.388429998856736,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,106.3574339968909,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,66.12166199920466,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,69.24649400025373,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.458133999374695,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.25407099732547,,0.0,0.0,0.0,0.2605263157894737
RDDM,64024.0,39.28378399723442,,0.0,1.0,0.0,0.2605263157894737
SeqDrift2,30272.0,44.91730399968219,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6544.0,64.6171990010771,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,110.92429299969808,,0.0,4.0,0.0,0.2605263157894737
CDDM,8944.0,94.0509660031239,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,36.59050200076308,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,37.04230499715777,,0.0,1.0,0.0,0.2605263157894737
EDDM,1440.0,33.83672100244439,,0.0,6.0,0.0,0.2605263157894737
EWMA,960.0,40.16798399970867,,0.0,5.0,0.0,0.2605263157894737
FHDDM,1744.0,35.856164002325386,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,52.95895000017481,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.353871001367224,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1264.0,62.18235600317712,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,64.24258900005952,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,106.19752200000221,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,79.13617200028966,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,80.62857599725248,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,33.32711199982441,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,36.11441999964882,,0.0,1.0,0.0,0.2605263157894737
RDDM,64024.0,38.99302400168381,,0.0,3.0,0.0,0.2605263157894737
SeqDrift2,17024.0,45.42302500340156,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6528.0,65.97329699798138,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,100.69235199989635,,0.0,5.0,0.0,0.2605263157894737
CDDM,8944.0,94.16028499981621,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,48.21461699975771,,0.0,0.0,0.0,0.2605263157894737
DDM,904.0,37.40949499842827,,0.0,2.0,0.0,0.2605263157894737
EDDM,1440.0,34.29019800023525,,0.0,1.0,0.0,0.2605263157894737
EWMA,960.0,41.08799700043164,,0.0,6.0,0.0,0.2605263157894737
FHDDM,1744.0,35.81799500170746,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,54.32119000033708,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.34005499831983,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1264.0,51.48993400143809,,0.0,0.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,52.032671999768354,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,107.48334700110718,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,79.5401249997667,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,83.8796820025891,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,39.51570699791773,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.67437300080201,,0.0,1.0,0.0,0.2605263157894737
RDDM,64024.0,40.027629998803604,,0.0,2.0,0.0,0.2605263157894737
SeqDrift2,3104.0,45.28270900118514,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6432.0,66.7967149965989,,0.0,1.0,0.0,0.2605263157894737
BWAF,1024.0,100.99852500206907,,0.0,3.0,0.0,0.2605263157894737
CDDM,8944.0,93.94133100067847,,0.0,0.0,0.0,0.2605263157894737
CUSUM,880.0,36.04803700000048,,0.0,1.0,0.0,0.2605263157894737
DDM,904.0,48.031640999397496,,0.0,1.0,0.0,0.2605263157894737
EDDM,1472.0,34.113653000531485,,0.0,5.0,0.0,0.2605263157894737
EWMA,960.0,39.57590899881325,,0.0,4.0,0.0,0.2605263157894737
FHDDM,1744.0,36.164694000035524,,0.0,0.0,0.0,0.2605263157894737
FHDDMS,1920.0,53.69280800005072,,0.0,0.0,0.0,0.2605263157894737
FHDDMS.add,1224.0,39.724075999401975,,0.0,0.0,0.0,0.2605263157894737
HDDM.A.test,1296.0,50.667944000451826,,0.0,1.0,0.0,0.2605263157894737
HDDM.W.test,2520.0,53.62871099714539,,0.0,0.0,0.0,0.2605263157894737
MDDM.A.100,1976.0,92.51573999790708,,0.0,0.0,0.0,0.2605263157894737
MDDM.E.100,1968.0,80.18781900318572,,0.0,0.0,0.0,0.2605263157894737
MDDM.G.100,1968.0,70.47334900198621,,0.0,0.0,0.0,0.2605263157894737
NO_DETECTION,320.0,34.62722799667972,,0.0,0.0,0.0,0.2605263157894737
PageHinkley,960.0,35.38754200053518,,0.0,0.0,0.0,0.2605263157894737
RDDM,64088.0,40.83023700150079,,0.0,3.0,0.0,0.2605263157894737
SeqDrift2,23632.0,45.53734000000986,,0.0,1.0,0.0,0.2605263157894737
ADWIN,6576.0,65.89407800129266,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,99.03624599974137,,0.0,1.0,0.0,0.3126315789473684
CDDM,8944.0,124.91720999969402,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,36.4897369981918,,0.0,0.0,0.0,0.3126315789473684
DDM,904.0,37.049602000479354,,0.0,2.0,0.0,0.3126315789473684
EDDM,1472.0,33.68902100191917,,0.0,5.0,0.0,0.3126315789473684
EWMA,960.0,40.39061499861418,,0.0,5.0,0.0,0.3126315789473684
FHDDM,1744.0,36.926569999195635,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,52.93358999915654,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,40.45457300162525,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1296.0,51.35794099987834,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,54.75574800220784,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,88.35322400045698,,0.0,1.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,65.8905220007,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,70.12196399955428,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,33.28138500000932,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,36.2266419979278,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,39.56852100236574,,0.0,2.0,0.0,0.3126315789473684
SeqDrift2,30272.0,46.124219999910565,,0.0,1.0,0.0,0.3126315789473684
ADWIN,5360.0,80.57250899946666,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,99.12516199983656,,0.0,3.0,0.0,0.3126315789473684
CDDM,8944.0,93.96657300021616,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,36.23314099968411,,0.0,1.0,0.0,0.3126315789473684
DDM,904.0,37.47125500012771,,0.0,1.0,0.0,0.3126315789473684
EDDM,1472.0,33.65230100098415,,0.0,4.0,0.0,0.3126315789473684
EWMA,960.0,40.858216998458374,,0.0,4.0,0.0,0.3126315789473684
FHDDM,1744.0,35.98951899766689,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,60.59920999905444,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,42.82317699835403,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,50.94361800001934,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,51.777984997897875,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,92.18451999913668,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,66.72751899895957,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,72.647381999559,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,37.721172000601655,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,36.53226199821802,,0.0,1.0,0.0,0.3126315789473684
RDDM,64024.0,53.132354998524534,,0.0,2.0,0.0,0.3126315789473684
SeqDrift2,70240.0,45.81729100027587,,0.0,0.0,0.0,0.3126315789473684
ADWIN,6552.0,70.3527049990953,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,101.91393199784216,,0.0,4.0,0.0,0.3126315789473684
CDDM,8944.0,94.08340099980705,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,37.08011299750069,,0.0,1.0,0.0,0.3126315789473684
DDM,904.0,37.65800800101715,,0.0,1.0,0.0,0.3126315789473684
EDDM,1440.0,34.66114199909498,,0.0,4.0,0.0,0.3126315789473684
EWMA,960.0,44.90505200010375,,0.0,7.0,0.0,0.3126315789473684
FHDDM,1744.0,35.376037001697114,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,53.74557100003585,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,42.76190800010227,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,51.18979799954104,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,52.275064001150895,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,94.85871300057624,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,66.21655699927942,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,81.42438600043533,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,33.1315170005837,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.41481000138447,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,39.51383199819247,,0.0,1.0,0.0,0.3126315789473684
SeqDrift2,10088.0,46.56569199869409,,0.0,1.0,0.0,0.3126315789473684
ADWIN,6664.0,65.28665299993008,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,100.24943799726316,,0.0,3.0,0.0,0.3126315789473684
CDDM,8944.0,93.44586999941384,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,48.81631199896219,,0.0,1.0,0.0,0.3126315789473684
DDM,904.0,48.061590001452714,,0.0,1.0,0.0,0.3126315789473684
EDDM,1472.0,33.489104000182124,,0.0,3.0,0.0,0.3126315789473684
EWMA,960.0,39.67692799778888,,0.0,5.0,0.0,0.3126315789473684
FHDDM,1744.0,36.76620400074171,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,51.43790899819578,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,40.28092700173147,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,53.55312400206458,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,53.42559400014579,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,93.3609029998479,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,66.41732600110117,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,69.09078700118698,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,34.10521000114386,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.417400002188515,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,39.27611200197134,,0.0,2.0,0.0,0.3126315789473684
SeqDrift2,70240.0,45.69257799812476,,0.0,0.0,0.0,0.3126315789473684
ADWIN,7168.0,65.81940300020506,,0.0,0.0,0.0,0.3126315789473684
BWAF,1024.0,107.28957399987848,,0.0,4.0,0.0,0.3126315789473684
CDDM,8944.0,95.0705770010245,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,36.13598700030707,,0.0,0.0,0.0,0.3126315789473684
DDM,904.0,37.444037003297126,,0.0,1.0,0.0,0.3126315789473684
EDDM,1472.0,34.91077999933623,,0.0,4.0,0.0,0.3126315789473684
EWMA,960.0,40.60390899758204,,0.0,4.0,0.0,0.3126315789473684
FHDDM,1744.0,35.851988999638706,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,54.847641000378644,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,48.63798100268468,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1232.0,62.91590500040911,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,54.22166800053674,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,91.9487430001027,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,65.52296699737781,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,69.3299360027595,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,32.666839000739856,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.67777599891997,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,39.504518998001004,,0.0,4.0,0.0,0.3126315789473684
SeqDrift2,23632.0,45.040068001981126,,0.0,1.0,0.0,0.3126315789473684
ADWIN,6488.0,72.48068899934879,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,99.83572600322077,,0.0,1.0,0.0,0.3126315789473684
CDDM,8944.0,92.19817800112651,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,35.92681499867467,,0.0,1.0,0.0,0.3126315789473684
DDM,904.0,37.24657799830311,,0.0,3.0,0.0,0.3126315789473684
EDDM,1472.0,34.5324600020831,,0.0,5.0,0.0,0.3126315789473684
EWMA,960.0,40.581869001471205,,0.0,6.0,0.0,0.3126315789473684
FHDDM,1744.0,35.472702998958994,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,61.74737200126401,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,50.75670199948945,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1264.0,51.59473999810871,,0.0,0.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,52.4711030011531,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,90.39155599748483,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,66.1264869995648,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,69.49777799673029,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,33.22833300262573,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,35.58699799759779,,0.0,0.0,0.0,0.3126315789473684
RDDM,63976.0,39.766764999512816,,0.0,1.0,0.0,0.3126315789473684
SeqDrift2,30272.0,45.255954002641374,,0.0,1.0,0.0,0.3126315789473684
ADWIN,4640.0,66.39160299891955,,0.0,1.0,0.0,0.3126315789473684
BWAF,1024.0,101.2756950003677,,0.0,3.0,0.0,0.3126315789473684
CDDM,8944.0,91.72001900151372,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,35.63533499982441,,0.0,0.0,0.0,0.3126315789473684
DDM,856.0,36.872765002044616,,0.0,2.0,0.0,0.3126315789473684
EDDM,1472.0,33.57321999646956,,0.0,5.0,0.0,0.3126315789473684
EWMA,960.0,53.06154799836804,,0.0,7.0,0.0,0.3126315789473684
FHDDM,1744.0,36.33950199946412,,0.0,0.0,0.0,0.3126315789473684
FHDDMS,1920.0,53.3894779982802,,0.0,0.0,0.0,0.3126315789473684
FHDDMS.add,1224.0,39.988615000766,,0.0,0.0,0.0,0.3126315789473684
HDDM.A.test,1296.0,53.34730600225157,,0.0,1.0,0.0,0.3126315789473684
HDDM.W.test,2520.0,52.62728199886624,,0.0,0.0,0.0,0.3126315789473684
MDDM.A.100,1976.0,91.72689499973785,,0.0,0.0,0.0,0.3126315789473684
MDDM.E.100,1968.0,68.90146799923969,,0.0,0.0,0.0,0.3126315789473684
MDDM.G.100,1968.0,82.12313499825541,,0.0,0.0,0.0,0.3126315789473684
NO_DETECTION,320.0,33.13583999988623,,0.0,0.0,0.0,0.3126315789473684
PageHinkley,960.0,37.499434001802,,0.0,0.0,0.0,0.3126315789473684
RDDM,64024.0,39.35795900179073,,0.0,1.0,0.0,0.3126315789473684
SeqDrift2,70240.0,45.176756000728346,,0.0,0.0,0.0,0.3126315789473684
ADWIN,7176.0,66.58142500236863,,0.0,0.0,0.0,0.3126315789473684
BWAF,1024.0,100.57595900070737,,0.0,1.0,0.0,0.3126315789473684
CDDM,8944.0,93.85919799751719,,0.0,0.0,0.0,0.3126315789473684
CUSUM,880.0,48.725415999797406,,0.0,0.0,0.0,0.3126315789473684
DDM,904.0,38.75697799958289,,0.0,2.0,0.0,0.3126315789473684
