Experiment,Parameter,Outcome,Memory,Runtime,Detection delay,TP,FP,FN
FHDDM,0.2605263157894737,,1744.0,36.58922199974768,48.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,52.394957001524745,51.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,40.634535002027405,49.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.75013199914247,31.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,52.43667299873778,21.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,88.98784299890394,24.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.37147800190724,35.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,82.20821099894238,24.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,44.60762400049134,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,47.171976999379694,117.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,63976.0,40.09204899921315,8.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,46.00483600006555,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6536.0,66.12607100032619,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,100.62812499745633,8.0,1.0,0.0,0.0
CDDM,0.2605263157894737,,8944.0,94.45886599860387,87.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,36.2152480010991,91.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,38.051612998970086,22.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1472.0,47.27938200085191,21.0,1.0,1.0,0.0
EWMA,0.2605263157894737,,960.0,40.21197299880441,4.0,1.0,4.0,0.0
FHDDM,0.2605263157894737,,1744.0,37.19102099785232,60.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,52.40058900017175,52.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,39.54310699919006,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.274553003167966,3.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,52.09325699979672,26.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,89.4286450020445,33.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,77.26392800032045,19.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,69.0725719978218,38.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,33.876356999826385,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,36.75675200065598,90.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,40.153097001166316,13.0,1.0,1.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.84021399932681,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6560.0,64.83260900131427,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,100.29888300050516,5.0,1.0,3.0,0.0
CDDM,0.2605263157894737,,8944.0,105.76651100200252,93.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,37.13805100051104,99.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,37.615282999468036,35.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1472.0,35.416675000305986,15.0,1.0,3.0,0.0
EWMA,0.2605263157894737,,960.0,40.97918600018602,1.0,1.0,2.0,0.0
FHDDM,0.2605263157894737,,1744.0,35.97163700032979,40.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,52.12261500128079,22.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,40.55688399967039,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.89705900193076,7.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,62.930692998634186,20.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,90.36698999989312,37.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.29820300056599,30.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,68.19795300179976,31.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,32.7334619978501,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,36.01869599879137,119.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,39.397027001541574,10.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.927226998173865,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6632.0,68.82879799741204,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,100.63860800073599,75.0,1.0,2.0,0.0
CDDM,0.2605263157894737,,8944.0,93.37106199745904,71.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,37.26457599987043,81.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,37.710068998421775,12.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1472.0,34.7151620007935,11.0,1.0,3.0,0.0
EWMA,0.2605263157894737,,960.0,40.79743900001631,3.0,1.0,2.0,0.0
FHDDM,0.2605263157894737,,1744.0,36.638561003201175,43.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,56.92254099994898,44.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,40.20094400038943,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1232.0,50.8204649995605,11.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,52.40809499809984,14.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,89.65917599925888,31.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.48509200001718,28.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,68.35910200243234,42.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,32.97814300094615,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,48.54242500005057,139.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,40.98806999900262,9.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,44.99422799926833,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6536.0,65.85397100207047,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,100.68285899978946,4.0,1.0,1.0,0.0
CDDM,0.2605263157894737,,8944.0,95.28011600195896,91.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,35.52498700082651,90.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,37.75859100278467,9.0,1.0,1.0,0.0
EDDM,0.2605263157894737,,1472.0,48.33047699867166,17.0,1.0,3.0,0.0
EWMA,0.2605263157894737,,960.0,40.14880899921991,2.0,1.0,4.0,0.0
FHDDM,0.2605263157894737,,1744.0,36.50315200138721,48.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,51.78588399940054,34.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,39.51952399802394,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1264.0,51.09904699929757,6.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,53.850635998969665,11.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,88.19072899859748,46.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,78.12914699752582,28.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,142.78627699968638,29.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,45.433516999764834,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,72.87862899829634,161.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,63976.0,48.24662799728685,12.0,1.0,1.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,54.44149200047832,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6512.0,68.31939599942416,23.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,100.10142800092581,9.0,1.0,1.0,0.0
CDDM,0.2605263157894737,,8944.0,92.71623699896736,84.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,35.817716001474764,85.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,38.720085998647846,31.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1440.0,34.87278600005084,27.0,1.0,4.0,0.0
EWMA,0.2605263157894737,,960.0,39.98051199960173,1.0,1.0,6.0,0.0
FHDDM,0.2605263157894737,,1744.0,44.811405998189,45.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,62.610377000964945,17.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,50.032459999783896,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.22812599802273,19.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,62.85513700277079,30.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,89.75034600007348,31.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.64338200041675,39.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,68.42651899933117,22.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,33.73948999796994,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,35.761133000050904,123.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,52.64954700032831,14.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.28055799892172,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6656.0,66.19926399798715,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,99.38978699938161,4.0,1.0,2.0,0.0
CDDM,0.2605263157894737,,8944.0,94.85783300260664,71.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,36.04124299818068,94.0,1.0,0.0,0.0
DDM,0.2605263157894737,,856.0,39.748045997839654,21.0,1.0,1.0,0.0
EDDM,0.2605263157894737,,1472.0,34.22434900130611,23.0,1.0,4.0,0.0
EWMA,0.2605263157894737,,960.0,39.8249259997101,4.0,1.0,5.0,0.0
FHDDM,0.2605263157894737,,1744.0,35.369892000744585,48.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,50.88304599848925,32.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,39.95768900131225,49.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1264.0,51.87434800245683,41.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,53.99341099837329,18.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,88.2275980002305,41.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,64.88710100165918,26.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,70.95578200096497,23.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,34.86697200060007,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,35.74246900097933,102.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,39.22521899949061,6.0,1.0,2.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.206312999653164,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6528.0,65.29188199783675,55.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,99.85860399683588,2.0,1.0,2.0,0.0
CDDM,0.2605263157894737,,8944.0,109.56011499729357,85.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,36.4141819991346,95.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,39.475563000451075,28.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1472.0,35.19596099795308,4.0,1.0,4.0,0.0
EWMA,0.2605263157894737,,960.0,40.83229599928018,4.0,1.0,6.0,0.0
FHDDM,0.2605263157894737,,1744.0,36.03894400293939,35.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,51.87189999924158,15.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,39.842308000515914,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,49.88394499741844,4.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,57.31752999781747,21.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,87.8737219973118,40.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.40748499901383,35.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,68.7621519973618,28.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,32.720252998842625,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,36.41626399985398,125.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,40.41787900132476,13.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.48910999801592,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6544.0,72.06172100268304,23.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,97.78848199857748,7.0,1.0,1.0,0.0
CDDM,0.2605263157894737,,8944.0,91.87014300187002,72.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,36.477157002082095,83.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,37.70699100277852,17.0,1.0,1.0,0.0
EDDM,0.2605263157894737,,1472.0,34.26140399824362,27.0,1.0,2.0,0.0
EWMA,0.2605263157894737,,960.0,40.97749200082035,3.0,1.0,4.0,0.0
FHDDM,0.2605263157894737,,1744.0,36.13701199719799,44.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,61.49260000165668,27.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,53.080096000485355,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.52855800042744,21.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,51.500906996807316,18.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,87.67397500196239,29.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,65.22148200019728,21.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,67.86953799746698,46.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,32.13557200069772,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,35.181158000341384,135.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,52.66705299800378,11.0,1.0,0.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,46.09290499865892,199.0,1.0,0.0,0.0
ADWIN,0.2605263157894737,,6576.0,66.64361399816698,23.0,1.0,0.0,0.0
BWAF,0.2605263157894737,,1024.0,106.80686500199954,5.0,1.0,1.0,0.0
CDDM,0.2605263157894737,,8944.0,91.30366499812226,84.0,1.0,0.0,0.0
CUSUM,0.2605263157894737,,880.0,35.6996189984784,108.0,1.0,0.0,0.0
DDM,0.2605263157894737,,904.0,37.25117900103214,20.0,1.0,0.0,0.0
EDDM,0.2605263157894737,,1472.0,33.81027100112988,32.0,1.0,1.0,0.0
EWMA,0.2605263157894737,,960.0,41.05641000205651,3.0,1.0,6.0,0.0
FHDDM,0.2605263157894737,,1744.0,35.70595100245555,44.0,1.0,0.0,0.0
FHDDMS,0.2605263157894737,,1920.0,50.833535999117885,20.0,1.0,0.0,0.0
FHDDMS.add,0.2605263157894737,,1224.0,39.94151100050658,24.0,1.0,0.0,0.0
HDDM.A.test,0.2605263157894737,,1296.0,51.56035999971209,5.0,1.0,0.0,0.0
HDDM.W.test,0.2605263157894737,,2520.0,52.49029599872301,34.0,1.0,0.0,0.0
MDDM.A.100,0.2605263157894737,,1976.0,88.19671799938078,32.0,1.0,0.0,0.0
MDDM.E.100,0.2605263157894737,,1968.0,64.82648699966376,26.0,1.0,0.0,0.0
MDDM.G.100,0.2605263157894737,,1968.0,78.42832900132635,27.0,1.0,0.0,0.0
NO_DETECTION,0.2605263157894737,,320.0,44.035127000825014,255.0,0.0,0.0,1.0
PageHinkley,0.2605263157894737,,960.0,35.79655200155685,159.0,1.0,0.0,0.0
RDDM,0.2605263157894737,,64024.0,40.169780997530324,13.0,1.0,1.0,0.0
SeqDrift2,0.2605263157894737,,30272.0,45.33928700038814,199.0,1.0,0.0,0.0
ADWIN,0.3126315789473684,,6544.0,64.80992800061358,23.0,1.0,0.0,0.0
BWAF,0.3126315789473684,,1024.0,99.94926500075962,3.0,1.0,2.0,0.0
CDDM,0.3126315789473684,,8944.0,92.57376099776593,93.0,1.0,0.0,0.0
CUSUM,0.3126315789473684,,880.0,35.81184500217205,120.0,1.0,0.0,0.0
DDM,0.3126315789473684,,904.0,38.856606999615906,12.0,1.0,3.0,0.0
EDDM,0.3126315789473684,,1472.0,34.88642899901606,22.0,1.0,5.0,0.0
EWMA,0.3126315789473684,,960.0,39.98060600133613,6.0,1.0,5.0,0.0
FHDDM,0.3126315789473684,,1744.0,36.06014300021343,50.0,1.0,0.0,0.0
FHDDMS,0.3126315789473684,,1920.0,50.76639900289592,28.0,1.0,0.0,0.0
FHDDMS.add,0.3126315789473684,,1224.0,39.610837997315684,24.0,1.0,0.0,0.0
HDDM.A.test,0.3126315789473684,,1296.0,51.62945900156046,36.0,1.0,0.0,0.0
HDDM.W.test,0.3126315789473684,,2520.0,52.26110500007053,32.0,1.0,0.0,0.0
MDDM.A.100,0.3126315789473684,,1976.0,91.08215000014752,38.0,1.0,0.0,0.0
MDDM.E.100,0.3126315789473684,,1968.0,74.67328200073098,32.0,1.0,0.0,0.0
MDDM.G.100,0.3126315789473684,,1968.0,69.77533999815932,29.0,1.0,0.0,0.0
NO_DETECTION,0.3126315789473684,,320.0,34.424379002302885,255.0,0.0,0.0,1.0
PageHinkley,0.3126315789473684,,960.0,35.735989000386326,149.0,1.0,0.0,0.0
RDDM,0.3126315789473684,,64024.0,39.59743900122703,9.0,1.0,2.0,0.0
SeqDrift2,0.3126315789473684,,30272.0,44.331576998956734,199.0,1.0,0.0,0.0
ADWIN,0.3126315789473684,,6480.0,64.6841680027137,23.0,1.0,0.0,0.0
BWAF,0.3126315789473684,,1024.0,99.96406799837132,6.0,1.0,2.0,0.0
CDDM,0.3126315789473684,,8944.0,102.73493499698816,93.0,1.0,0.0,0.0
CUSUM,0.3126315789473684,,880.0,35.97643900138792,117.0,1.0,0.0,0.0
DDM,0.3126315789473684,,904.0,37.180621999141295,24.0,1.0,1.0,0.0
EDDM,0.3126315789473684,,1472.0,33.781755999370944,21.0,1.0,5.0,0.0
EWMA,0.3126315789473684,,928.0,40.34032399795251,2.0,1.0,4.0,0.0
FHDDM,0.3126315789473684,,1744.0,38.352930001565255,45.0,1.0,0.0,0.0
FHDDMS,0.3126315789473684,,1920.0,52.60012399958214,15.0,1.0,0.0,0.0
FHDDMS.add,0.3126315789473684,,1224.0,41.328904000693,24.0,1.0,0.0,0.0
HDDM.A.test,0.3126315789473684,,1264.0,53.696461000072304,8.0,1.0,0.0,0.0
HDDM.W.test,0.3126315789473684,,2520.0,58.60235199725139,25.0,1.0,0.0,0.0
MDDM.A.100,0.3126315789473684,,1976.0,87.61892600159626,34.0,1.0,0.0,0.0
MDDM.E.100,0.3126315789473684,,1968.0,63.44260799960466,36.0,1.0,0.0,0.0
MDDM.G.100,0.3126315789473684,,1968.0,67.16590799987898,28.0,1.0,0.0,0.0
NO_DETECTION,0.3126315789473684,,320.0,33.48787600043579,255.0,0.0,0.0,1.0
PageHinkley,0.3126315789473684,,960.0,35.386806001042714,139.0,1.0,0.0,0.0
RDDM,0.3126315789473684,,64024.0,39.49792200000957,16.0,1.0,1.0,0.0
SeqDrift2,0.3126315789473684,,30272.0,45.90121499859379,199.0,1.0,0.0,0.0
ADWIN,0.3126315789473684,,6568.0,79.01547500296147,23.0,1.0,0.0,0.0
BWAF,0.3126315789473684,,1024.0,113.62189799910993,14.0,1.0,1.0,0.0
CDDM,0.3126315789473684,,8944.0,94.35279600074864,107.0,1.0,0.0,0.0
CUSUM,0.3126315789473684,,880.0,37.40309899876593,86.0,1.0,0.0,0.0
DDM,0.3126315789473684,,856.0,37.5238390006416,28.0,1.0,2.0,0.0
EDDM,0.3126315789473684,,1472.0,34.401389999402454,4.0,1.0,4.0,0.0
EWMA,0.3126315789473684,,960.0,40.06064999703085,3.0,1.0,3.0,0.0
FHDDM,0.3126315789473684,,1744.0,36.276109000027645,29.0,1.0,0.0,0.0
FHDDMS,0.3126315789473684,,1920.0,52.5540060007188,21.0,1.0,0.0,0.0
FHDDMS.add,0.3126315789473684,,1224.0,40.62835899821948,24.0,1.0,0.0,0.0
HDDM.A.test,0.3126315789473684,,1296.0,60.34885299959569,20.0,1.0,0.0,0.0
HDDM.W.test,0.3126315789473684,,2520.0,52.414428999327356,28.0,1.0,0.0,0.0
MDDM.A.100,0.3126315789473684,,1976.0,90.25759100040887,42.0,1.0,0.0,0.0
MDDM.E.100,0.3126315789473684,,1968.0,66.11108899960527,27.0,1.0,0.0,0.0
MDDM.G.100,0.3126315789473684,,1968.0,71.47942400115426,30.0,1.0,0.0,0.0
NO_DETECTION,0.3126315789473684,,320.0,33.01083100086544,255.0,0.0,0.0,1.0
PageHinkley,0.3126315789473684,,960.0,35.77233900068677,114.0,1.0,0.0,0.0
RDDM,0.3126315789473684,,64024.0,41.53156900065369,16.0,1.0,1.0,0.0
SeqDrift2,0.3126315789473684,,30272.0,60.92043500029831,199.0,1.0,0.0,0.0
ADWIN,0.3126315789473684,,6632.0,65.46839899965562,55.0,1.0,0.0,0.0
BWAF,0.3126315789473684,,1024.0,99.87065600216738,5.0,1.0,2.0,0.0
CDDM,0.3126315789473684,,8944.0,93.10806000212324,86.0,1.0,0.0,0.0
CUSUM,0.3126315789473684,,880.0,36.285913996835006,101.0,1.0,0.0,0.0
DDM,0.3126315789473684,,904.0,36.61233899765648,24.0,1.0,0.0,0.0
EDDM,0.3126315789473684,,1472.0,33.96713300026022,9.0,1.0,1.0,0.0
EWMA,0.3126315789473684,,960.0,39.71895400172798,6.0,1.0,5.0,0.0
FHDDM,0.3126315789473684,,1744.0,44.44021599920234,31.0,1.0,0.0,0.0
FHDDMS,0.3126315789473684,,1920.0,51.3714170010644,25.0,1.0,0.0,0.0
FHDDMS.add,0.3126315789473684,,1224.0,39.90525400149636,49.0,1.0,0.0,0.0
HDDM.A.test,0.3126315789473684,,1296.0,50.72699199808994,20.0,1.0,0.0,0.0
HDDM.W.test,0.3126315789473684,,2520.0,57.738048999453895,29.0,1.0,0.0,0.0
MDDM.A.100,0.3126315789473684,,1976.0,87.27040400117403,36.0,1.0,0.0,0.0
MDDM.E.100,0.3126315789473684,,1968.0,64.17230899751303,22.0,1.0,0.0,0.0
